#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 3 -H 230 -W 230 -k 64 -y 7 -x 7 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
sp3AsmConv3x3F_gfx906, 2, 68590, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121194.37,     14056.69,      6434.00,         1.00,       208.00,         0.00,         0.00,     47119.12,     12585.50
sp3AsmConv3x3F_gfx906, 3, 68590, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121200.04,     14035.30,      6434.00,         1.00,       208.00,         0.00,         0.00,     47133.12,     12583.59
sp3AsmConv3x3F_gfx906, 4, 68590, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121171.00,     14044.06,      6434.00,         1.00,       208.00,         0.00,         0.00,     47104.56,     12585.91
sp3AsmConv3x3F_gfx906, 5, 68590, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121149.19,     14004.95,      6434.00,         1.00,       208.00,         0.00,         0.00,     47087.12,     12585.97
sp3AsmConv3x3F_gfx906, 6, 68590, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121187.05,     14038.67,      6434.00,         1.00,       208.00,         0.00,         0.00,     47106.50,     12586.31
sp3AsmConv3x3F_gfx906, 7, 68590, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121193.24,     14059.57,      6434.00,         1.00,       208.00,         0.00,         0.00,     47115.19,     12583.34
sp3AsmConv3x3F_gfx906, 8, 68590, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121177.95,     14036.19,      6434.00,         1.00,       208.00,         0.00,         0.00,     47100.12,     12584.31
sp3AsmConv3x3F_gfx906, 9, 68590, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121177.00,     14049.49,      6434.00,         1.00,       208.00,         0.00,         0.00,     47092.69,     12582.56
sp3AsmConv3x3F_gfx906, 10, 68590, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121145.62,     14001.93,      6434.00,         1.00,       208.00,         0.00,         0.00,     47116.50,     12585.34
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 128 -H 28 -W 28 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
Cijk_Ailk_Bljk_SB_MT64x64x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG16_8_1_WGM8_gfx906, 1, 68625, {   1664       8      64}, {  128     1     1}, 8192, 71, 98,     13312.00,      4249.77,       476.00,        32.00,        35.00,         9.85,         0.00,         0.00,     12742.69,     50177.69
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 2, 68625, {25690112       1       1}, {  256     1     1}, 0, 11, 18,    401408.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,         6.81,     50176.00
Cijk_Ailk_Bljk_SB_MT64x64x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG16_8_1_WGM8_gfx906, 3, 68625, {   1664       8      64}, {  128     1     1}, 8192, 71, 98,     13312.00,      4249.77,       476.00,        32.00,        35.00,         9.85,         0.00,         0.00,     12727.12,     50176.94
sp3AsmConvRxSU_gfx906, 4, 68625, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    473744.38,     70424.81,     25122.00,         3.00,       792.00,         0.00,         0.00,    162023.38,     51259.53
gcnAsmConv1x1U_gfx906, 5, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     45947.50,     50176.00
MIOpenConv1x1_gfx906, 6, 68625, { 802816       1       1}, {   64     1     1}, 0, 58, 103,     12544.00,      4368.00,        75.00,         0.00,       515.00,         0.00,       160.00,         0.00,     14225.56,     50176.00
gcnAsmConv1x1U_gfx906, 7, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     48522.56,     50176.00
gcnAsmConv1x1U_gfx906, 8, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     48017.38,     50176.00
gcnAsmConv1x1U_gfx906, 9, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     49282.50,     50176.00
gcnAsmConv1x1U_gfx906, 10, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     49186.50,     50176.00
gcnAsmConv1x1U_gfx906, 11, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     47690.62,     50176.00
gcnAsmConv1x1U_gfx906, 12, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     47822.31,     50176.00
gcnAsmConv1x1U_gfx906, 13, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     48942.38,     50176.00
gcnAsmConv1x1U_gfx906, 14, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     46972.50,     50176.00
gcnAsmConv1x1U_gfx906, 15, 68625, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     47029.50,     50176.00
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 512 -H 28 -W 28 -k 128 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
Cijk_Ailk_Bljk_SB_MT128x64x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT8_4_USFGRO0_VAW1_VW4_WG16_16_1_WGM1_gfx906, 1, 68673, {   1792       2      64}, {  256     1     1}, 28672, 76, 98,      3584.00,     16553.14,       770.57,        96.00,        35.00,        11.43,         0.00,         0.00,     55668.00,     12545.50
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 2, 68673, {6422528       1       1}, {  256     1     1}, 0, 11, 18,    100352.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,       105.75,     12544.00
Cijk_Ailk_Bljk_SB_MT128x64x16_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT8_4_USFGRO0_VAW1_VW4_WG16_16_1_WGM1_gfx906, 3, 68673, {   1792       2      64}, {  256     1     1}, 28672, 76, 98,      3584.00,     16553.14,       770.57,        96.00,        35.00,        11.43,         0.00,         0.00,     55928.38,     12545.56
sp3AsmConvRxSU_gfx906, 4, 68673, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    472702.78,     64776.74,     25634.00,         3.00,       208.00,         0.00,         0.00,    201193.31,     12785.00
gcnAsmConv1x1U_gfx906, 5, 68673, {   2176       4       8}, {  128     1     1}, 0, 124, 91,      1088.00,     49363.00,     13346.00,      1024.00,      4099.00,        96.00,         0.00,         0.00,    107350.69,     12545.50
MIOpenConv1x1_gfx906, 6, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     90092.31,     12544.00
MIOpenConv1x1_gfx906, 7, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     83202.19,     12544.00
MIOpenConv1x1_gfx906, 8, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     83789.44,     12544.00
MIOpenConv1x1_gfx906, 9, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     78121.31,     12544.00
MIOpenConv1x1_gfx906, 10, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     75504.19,     12544.00
MIOpenConv1x1_gfx906, 11, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     83153.50,     12544.00
MIOpenConv1x1_gfx906, 12, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     92009.25,     12544.00
MIOpenConv1x1_gfx906, 13, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     80467.50,     12544.00
MIOpenConv1x1_gfx906, 14, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     86005.50,     12544.00
MIOpenConv1x1_gfx906, 15, 68673, { 401408       1       1}, {   64     1     1}, 0, 48, 103,      6272.00,      9833.00,       340.00,         0.00,      1027.00,         0.00,       528.00,         0.00,     77222.44,     12544.00
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 128 -H 28 -W 28 -k 128 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
sp3AsmConv3x3F_gfx906, 1, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121230.60,     14055.99,      6434.00,         1.00,       208.00,         0.00,         0.00,     47145.06,     12585.19
sp3AsmConv3x3F_gfx906, 2, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121088.22,     13922.24,      6434.00,         1.00,       208.00,         0.00,         0.00,     47080.75,     12577.31
sp3AsmConv3x3F_gfx906, 3, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121043.16,     13908.38,      6434.00,         1.00,       208.00,         0.00,         0.00,     46967.81,     12585.91
sp3AsmConv3x3F_gfx906, 4, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121047.73,     13909.52,      6434.00,         1.00,       208.00,         0.00,         0.00,     46925.94,     12595.69
sp3AsmConv3x3F_gfx906, 5, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121051.93,     13910.83,      6434.00,         1.00,       208.00,         0.00,         0.00,     46950.00,     12588.31
sp3AsmConv3x3F_gfx906, 6, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121194.86,     14057.35,      6434.00,         1.00,       208.00,         0.00,         0.00,     47064.38,     12584.56
sp3AsmConv3x3F_gfx906, 7, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121187.51,     14051.61,      6434.00,         1.00,       208.00,         0.00,         0.00,     47053.38,     12584.28
sp3AsmConv3x3F_gfx906, 8, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121170.59,     13996.77,      6434.00,         1.00,       208.00,         0.00,         0.00,     47061.88,     12584.16
sp3AsmConv3x3F_gfx906, 9, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121173.61,     14016.23,      6434.00,         1.00,       208.00,         0.00,         0.00,     47045.25,     12582.34
sp3AsmConv3x3F_gfx906, 10, 68724, {  32768       1       1}, {  512     1     1}, 65536, 127, 89,       512.00,    121177.20,     14037.87,      6434.00,         1.00,       208.00,         0.00,         0.00,     47063.69,     12588.03
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 128 -H 28 -W 28 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, GlobalWorkSize, WorkGroupSize, LocalMemSize, VGPRs, SGPRs, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, FlatVMemInsts, FlatLDSInsts, FetchSize, WriteSize
Cijk_Ailk_Bljk_SB_MT64x64x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG16_8_1_WGM8_gfx906, 1, 68760, {   1664       8      64}, {  128     1     1}, 8192, 71, 98,     13312.00,      4249.77,       476.00,        32.00,        35.00,         9.85,         0.00,         0.00,     12741.94,     50177.44
(anonymous&nbsp;namespace)::hip_fill_n<256u&comma;&nbsp;unsigned&nbsp;int*&comma;&nbsp;unsigned&nbsp;long&comma;&nbsp;unsigned&nbsp;int>_gfx906, 2, 68760, {25690112       1       1}, {  256     1     1}, 0, 11, 18,    401408.00,        38.00,         9.00,         0.00,         4.00,         0.00,         1.00,         0.00,         3.56,     50176.00
Cijk_Ailk_Bljk_SB_MT64x64x8_SE_APM0_AF0EM1_AF1EM1_AMAS3_ASEM1_BL1_DTL0_EPS1_FL1_GRVW4_GSU1_ISA906_IU1_K1_KLA_LPA0_LPB0_LDL1_MGWVW1_NLCA1_NLCB1_PK0_PGR1_PLR1_RK0_SU32_SNLL0_TT4_8_USFGRO0_VAW1_VW4_WG16_8_1_WGM8_gfx906, 3, 68760, {   1664       8      64}, {  128     1     1}, 8192, 71, 98,     13312.00,      4249.77,       476.00,        32.00,        35.00,         9.85,         0.00,         0.00,     12693.88,     50178.00
sp3AsmConvRxSU_gfx906, 4, 68760, {  32768       1       1}, {  512     1     1}, 65536, 126, 101,       512.00,    473350.55,     69967.80,     25122.00,         3.00,       792.00,         0.00,         0.00,    163515.62,     51110.62
gcnAsmConv1x1U_gfx906, 5, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     44534.69,     50176.00
MIOpenConv1x1_gfx906, 6, 68760, { 802816       1       1}, {   64     1     1}, 0, 58, 103,     12544.00,      4368.00,        75.00,         0.00,       515.00,         0.00,       160.00,         0.00,     14212.81,     50176.00
gcnAsmConv1x1U_gfx906, 7, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     48518.88,     50176.00
gcnAsmConv1x1U_gfx906, 8, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     47775.75,     50176.00
gcnAsmConv1x1U_gfx906, 9, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     45411.12,     50176.00
gcnAsmConv1x1U_gfx906, 10, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     47776.19,     50176.00
gcnAsmConv1x1U_gfx906, 11, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     46369.31,     50176.00
gcnAsmConv1x1U_gfx906, 12, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     46926.38,     50176.00
gcnAsmConv1x1U_gfx906, 13, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     45124.69,     50176.00
gcnAsmConv1x1U_gfx906, 14, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     48761.81,     50176.00
gcnAsmConv1x1U_gfx906, 15, 68760, {   6400       8       8}, {  256     1     1}, 0, 84, 91,      6400.00,      8339.00,      4578.00,       512.00,      1027.00,        64.00,         0.00,         0.00,     49747.50,     50176.00
#ProfileFileVersion=5.6
#ProfilerVersion=5.6.7262
#API=HSA
#Application=/root/MIOpen/build/bin/MIOpenDriver
#ApplicationArgs=conv -n 64 -c 512 -H 28 -W 28 -k 1024 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1 -F 1 -V 0
#WorkingDirectory=./bin/
#OS Version=Linux version 4.13.0-32-generic (buildd@lgw01-amd64-004) (gcc version 5.4.0 20160609 (Ubuntu 5.4.0-6ubuntu1~16.04.5)) #35~16.04.1-Ubuntu SMP Thu Jan 25 10:13:43 UTC 2018 Build 4.13.0
